,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
68,68,Catedral Inmaculada Concepción,https://es.wikipedia.org/wiki/Catedral_de_Tampico,,Tamaulipas,Tampico,http://sic.gob.mx/ficha.php?table=catedral&table_id=70,"La construcción comenzó en 1841 dirigida por Lorenzo de la Hidalga. Fue parroquia de Tampico hasta el año de 1922, cuando la sede episcopal fue concedida a esta ciudad y se consagró como catedral en el año de 1931. El edificio tiene forma de cruz latina con tres naves y estilo esencialmente neoclásico, bóveda de crucería. Después del derrumbe de su torre izquierda en los años treinta, se hicieron modificaciones."
69,69,Sagrado Corazón de Jesús,,,Tamaulipas,Victoria,http://sic.gob.mx/ficha.php?table=catedral&table_id=69,"La Catedral de Ciudad Victoria, dedicada al Sagrado Corazón de Jesús, es el segundo edificio principal de la diócesis de Ciudad Victoria. Se designó como sede catedralicia en el año de 1962, para sustituir a la entonces Catedral de Nuestra Señora del Refugio, cuyo templo actualmente ostenta el rango de basílica, otorgado por el Papa Juan Pablo II.

El edificio actual es de formas bastante sencillas. La portada principal es de dos cuerpos, muy austera. El arco principal es de medio punto. El segundo cuerpo presenta la ventana del coro. Cuenta con una torre de tres cuerpos, con cúpula coronado por una cruz de hierro. El segundo cuerpo de la torre alberga un reloj.

La planta del templo, de cruz latina, consta de tres cuerpos. Sobre el crucero se alza la cúpula, de forma octagonal, con linternilla.

El interior es muy austero, destacan las columnas estriadas de estilo corintio, y presenta un altar de estilo neoclásico de regular calidad, en madera, presidido por la imagen del Sagrado Corazón de Jesús. En el año de 2014 fue consagrada por el Sr. Obispo Don Antonio González Sánchez, así mismo fueron sepultadas reliquias de San Andrés Apóstol."
70,70,Nuestra Señora de la Asunción,http://www.turismotlaxcala.com/que-hacer/iglesias/nuestra_senora_de_la_asuncion.htm,,Tlaxcala,Tlaxcala,http://sic.gob.mx/ficha.php?table=catedral&table_id=86,"El Conjunto Conventual Franciscano de Nuestra Señora de la Asunción de Tlaxcala, está catalogado en la categoría de los Primeros 14 Monasterios del Siglo XVI. El ex convento alberga a la catedral de Nuestra Señora de la Asunción, de fachada austera pero de gran valor histórico y artístico que nos recuerda los conventos-fortaleza de la Edad Media europea. El techo del templo, algo inusual en México, es de dos aguas y carece de cúpulas; consta de una sola nave y su única torre está separada de la iglesia. En la parte interior el techo ostenta un artesonado de madera, estilo mudéjar, catalogado como el más importante de México, con un valor artístico incalculable.

El altar principal, de estilo barroco, data del siglo XVII y contiene importantes pinturas, esculturas y columnas de madera tallada, entre ellas un óleo que representa el bautismo de un noble tlaxcalteca, con Hernán Cortés y la Malinche como padrinos. La pila de bautismo se encuentra en la recién restaurada capilla de la Tercera Orden. La Capilla abierta conocida como la Capilla del Rosario, catalogada como El Humilladero, se encuentra precedida por una serie de arcos, tres en total, sostenidos por columnas estriadas de estilo dórico, apoyadas sobre bases cuadrangulares. La estructura de la capilla la forman tres arcos conopiales sostenidos por columnas, un presbiterio con bóveda de nervaduras de estilo gótico. Presenta planta hexagonal."
71,71,San José,,,Veracruz de Ignacio de la Llave,Coatzacoalcos,http://sic.gob.mx/ficha.php?table=catedral&table_id=78,
72,72,Inmaculada Concepción,,,Veracruz de Ignacio de la Llave,Córdoba,http://sic.gob.mx/ficha.php?table=catedral&table_id=75,"Templo construido durante el siglo XVII en uno de los momentos de mayor auge de la ciudad. Debido a las modificaciones realizadas en los siglos posteriores presenta elementos de estilos distintos al original; fue el padre Francisco J. Krill quién ordenó la construcción del último piso de la torre, de las campanas, de la balaustrada y de las rejas del atrio; de Bélgica se trajo la plata alemana con lo que está hecho el Sagrario de la Inmaculada. Tiene portada de dos cuerpos coronada por dos torres, planta de tres naves y capillas laterales donde se encuentran retablos de estilo neoclásico, al igual que el ciprés situado en la nave central."
73,73,Inmaculada Concepción,,,Veracruz de Ignacio de la Llave,Xalapa,http://sic.gob.mx/ficha.php?table=catedral&table_id=73,"Este templo está situado enfrente del Palacio de Gobierno, su construcción se inició en 1641 y se terminó en 1772, aunque la torre completa se terminó en 1778. Coronando su cuspide, se encuentra el reloj traído de Londres con cooperaciones del vecindario, reloj que aún funciona. Este templo cuenta con tres naves, 63 ventanas cubiertas con cristales, tuvo tres panteones, uno para los presbíteros, otro para comerciantes europeos y el tercero para los originarios de la provincia vascongada. El altar mayor se componía de dos cuerpos de arquitectura dórica y corintia, pero sufrió varias transformaciones con el paso de los años. Poseía además una capilla, una sacristía y un bautisterio. Resguarda una obra pictórica de Miguel Cabrera, un órgano tubular, una bella sillería en el coro y otros elementos, fué nombrada como Iglesia Catedral en 1864."
74,74,San Miguel Arcángel,https://es.wikipedia.org/wiki/Catedral_de_Orizaba,,Veracruz de Ignacio de la Llave,Orizaba,http://sic.gob.mx/ficha.php?table=catedral&table_id=74,"La Parroquia de San Miguel se encuentra en el centro de la ciudad de Orizaba, anteriormente se habían construido tres templos que se demolieron para levantar el actual a fines del Siglo XVII y terminado en 1720. La construcción es de cal y canto con pisos de marmol, la torre adjunta mide 43 mts, fue destruida por los terremotos de 1819 y 1865 y vuelta a levantar."
75,75,Nuestra Señora de la Asunción,,,Veracruz de Ignacio de la Llave,Papantla,http://sic.gob.mx/ficha.php?table=catedral&table_id=72,"Construcción de estilo franciscano, terminada en 1879. Catedral de Nuestra Señora de la Asunción del siglo XVI, construida por los franciscanos, su reloj es de origen francés. Al fondo mástil de acero para los voladores. Bajo la catedral se encuentra un mural que relata la historia de Papantla, desde la época prehispánica hasta nuestros días."
76,76,San José y San Andrés,,,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,http://sic.gob.mx/ficha.php?table=catedral&table_id=77,"La catedral de San José y San Andrés, está localizada en la ciudad de San Andrés Tuxtla, domina el centro de la población con sus dos altas torres de estilo colonial sotaventino, el inicio de su construcción data de finales del siglo XIX y mediados del siglo XX. Su construcción abarca casi 100 años, más que nada por la falta de recursos en el proceso, siendo fuerte impulsora la señora Concepción Sedas en su culminación en el año de 1950. Tanto el interior como el exterior son pintados de colores claros, en su interior esta la capilla del Santísimo donde se encuentran los restos del obispo Guillermo Ranzahuer."
77,77,Nuestra Señora de la Asunción,,,Veracruz de Ignacio de la Llave,Tuxpan,http://sic.gob.mx/ficha.php?table=catedral&table_id=71,"La Catedral de Nuestra Señora de la Asunción fue construida en 1752 roca a roca sin ninguna varilla o fierro en su estructura interna que la sostuviera, llegando a formarse como parroquia dos años mas tarde."
78,78,Nuestra Señora de la Asunción,,,Veracruz de Ignacio de la Llave,Veracruz,http://sic.gob.mx/ficha.php?table=catedral&table_id=76,"Catedral del Puerto de Veracruz. Conocida como la Parroquia, se localiza a un costado de la Plaza principal, fué construida entre 1721 y 1734, entre los numerosos elementos de interes que contiene se encuentran los candeleros de Baccarat, que se sabe pertenecieron a Maximiliano, estos, habían sido puestos a la venta y una familia de apellido Velasco los compró para donarlos a la iglesia."
79,79,Catedral de San Ildefonso,,,Yucatán,Mérida,http://sic.gob.mx/ficha.php?table=catedral&table_id=80,"La Catedral de Yucatán está dedicada a San Ildefonso, es la sede de la arquidiócesis de Yucatán y la primera catedral levantada en la América continental (tierra firme), y también la más antigua de México.

Sólo la Catedral de Santo Domingo, en toda la América, es más antigua que la de Yucatán. Una vez levantada la ciudad española sobre la antigua T'Hó, los conquistadores se dieron a la tarea de levantar la iglesia catedral. La obra fue levantada entre 1562 y 1599, luego de la autorización del Papa Pío IV y de la petición del rey Felipe II, se erigió en catedral a la iglesia de la capital del Yucatán.

Los trabajos de la construcción del recinto fueron encargados a Pedro de Aleustia, y completados por Juan Miguel de Agüero. Durante el siglo XIX, algunos de los tesoros y obras de arte fueron robadas debido a los saqueos e inestabilidad política que padeció la ciudad en este periodo.

En 1915, por órdenes del General Salvador Alvarado, la Catedral fue saqueada, perdiendo su invaluable acervo de arte sacro, incluyendo retablos barrocos y churriguerescos que databan de los siglos XVII y XVIII, el Tesoro Catedralicio y el órgano Walcker, de fábrica alemana, apenas construido en 1902.

En 1916 fueron demolidas la Capilla de San José y la Capilla del Rosario a fin de separar la catedral de la sede del Palacio Episcopal (actual Museo de Arte Contemporáneo) quedando lo que actualmente es, un andador peatonal denominado ""Pasaje de la Revolución"" el cual contó con arcos en ambos extremos y un techo de armazón metálico y cristal el cual fue posteriormente retirado al deteriorarse. Los arcos fueron demolidos y muchos años después, en 2011, se restauraron volviéndolos a su forma original.

Consta de tres naves, una central y dos laterales. Cuenta con tres capillas y la sacristía. Originalmente contó con cinco capillas, pero fueron demolidas. Presenta dos torres de dos cuerpos que presenta un estilo Morisco. Cuenta con una cúpula adornada con arco botareles.

La fachada de gran sobriedad, su estilo es de tipo renacentista, destaca la puerta del perdón, con arco de medio punto, enmarcada por columnas pares a los lados, en medio de las columnas, se encuentran dos imágenes, de San Pedro y San Pablo. Arriba del arco de acceso principal se ubica una cornisa con frontón triangular. Encima de lo anterior, se ubica la ventana que corresponde a lo que hoy es el coro y, más arriba, se encuentra el escudo de piedra de la monarquía española. Todo lo anterior se ve enmarcado por dos enormes columnas de orden toscano, las cuales sostienen un enorme arco a la manera de frontón. Cruz atrial. Las distancias a distintas poblaciones de la región respecto a la capital, Mérida, eran medidas a partir de esta cruz. Las bóvedas de la nave central, presentan forma casetonada, mientras que las laterales, son de lacería gótica. El interior es también austero, aunque presenta algunos retablos barrocos. En el altar mayor se encuentra una gran imagen del Cristo Crucificado, conocido como el ""Cristo de la Unidad"" considerada la imagen de cristo crucificado de madera más grande bajo techo que existe, obra del artista español Lapayese del Río y fue elaborada para sustituir el retablo que existía, el cual fue destruido en los movimientos de 1915. Es muy venerado, en esta catedral, la imagen del Cristo conocida como ""El Cristo de las Ampollas"" Otra de las imágenes destacadas es la de ""Santa Eulalia"" regalo de la Mérida española a la Mérida yucateca a mediados de los años 60."
80,80,Catedral basílica de Zacatecas (Nuestra Señora de los Zacatecas),,,Zacatecas,Zacatecas,http://sic.gob.mx/ficha.php?table=catedral&table_id=85,"El origen de la Catedral fue una parroquia que se comenzó a construir en 1568 y se concluyó 17 años después. En lugar de ésta se construyó una nueva iglesia en septiembre de 1625 y luego una tercera, en agosto de 1752, que es la que se conserva hasta hoy. De estilo churrigueresco o ultrabarroco, posee tres fachadas y dos torres, una de las cuales sostiene una campana forjada con las joyas y monedas de devotos zacatecanos. La fachada principal está dedicada a la Eucaristía, la del norte al Santo Cristo y la del sur a Nuestra Señora de los Zacatecas, patrona de la ciudad. La fachada principal consta de tres cuerpos y un remate con diversas representaciones. En el interior de la Catedral predomina el estilo dórico con grandes columnas y altares neoclásicos de piedra. La planta es de cruz latina y las dos naves laterales tienen una bóveda de menor altura que la central. En los arcos interiores se encuentran diversos símbolos marianos -puerta del cielo, estrella de la mañana, etc.-, elementos de la Pasión -las monedas de Judas, la lanza de longinos, el edicto de Pilatos, etc., así como imágenes de santos, mártires, doctores y evangelistas, todo lo cual representa la historia del cristianismo."
